start,end,text
4483.46,4486.46," they've been, all Mongols are trained"
4487.46,4491.900000000001," to master riding horses as you write,"
4491.900000000001,4493.660000000001, while standing on the horse.
4493.66,4497.18, So they learned how to ride while standing on the horse
4497.18,4498.3, from a young age.
4498.3,4499.34," While standing on the horse,"
4499.34,4501.74, they often jousted with one another
4501.74,4504.26, to see who could knock the other off.
4504.26,4507.42," When their legs grew long enough to reach the stirrups,"
4508.3,4510.3, they were also taught to shoot arrows
4510.3,4512.46," and to lasso on horseback,"
4512.46,4514.46, making targets out of leather pouches
4514.46,4516.94, that they would dangle from poles
4516.94,4518.94, so that they would blow in the wind.
4518.94,4521.34, The youngsters practice hitting the targets from horseback
4521.34,4523.22, at varying distances and speeds.
4523.26,4526.1, The skills of such play proved invaluable
4526.1,4528.780000000001, to horsemanship later in life.
4528.780000000001,4532.820000000001, Can you speak to the relationship of Chinggis Khan
4532.820000000001,4534.740000000001, and the Mongols to horses?
4536.02,4538.780000000001, The Mongol and the horse are inseparable.
4538.780000000001,4541.66, I wrote one line in a book that the editor removed
4541.66,4543.22, because that was insulting.
4543.22,4545.26," I said, the Mongol and the horse, they live together,"
4545.26,4547.58, they know each other with every twitch of the muscle
4547.58,4549.5, and they smell the same.
4549.5,4553.14," Well, I was saying it just not to be insulting"
4553.14,4556.5," about anything, but they have that deep intimacy"
4556.5,4559.5, and the horses do know their owner from the smell.
4559.5,4560.46, This is very important.
4560.46,4562.14, It's also important for Chinggis Khan
4562.14,4565.58," because they made the flags, what they call the sult,"
4565.58,4569.780000000001, out of the horse hair from their own horses.
4569.780000000001,4573.3," And so in battle, they used it for a very practical purpose"
4573.3,4577.9800000000005, and that is the horses would return to their source
4577.9800000000005,4581.06, because they knew the smell of their flag
4581.1,4583.660000000001, with other members of their own herd.
4583.660000000001,4587.700000000001," So the language itself, I have never ever mastered"
4587.700000000001,4590.900000000001," all the words just for the colors of horses,"
4590.900000000001,4593.22, much less for all the other things about it.
4593.22,4596.42, I can remember Mongolians being out there
4596.42,4599.5," in the countryside and they say, oh, I want to learn English."
4599.5,4601.3," I say, okay, yeah, that's nice."
4601.3,4603.38," You teach me some words in Mongolian,"
4603.38,4604.620000000001," I teach you the words, okay."
4604.620000000001,4606.14," They say, what color is that horse?"
4606.14,4607.700000000001," I say, brown."
4607.700000000001,4609.46," They would say, brown."
4609.46,4610.3," I say, yes."
4610.3,4612.18," Okay, what color is that horse?"
4612.18,4613.02, Brown.
4613.02,4616.14," Then they say, but you said this color was brown."
4616.14,4617.3, What color is this?
4617.3,4618.14, Yeah.
4622.14,4623.22, It's just amazing.
4623.22,4625.54," I mean, they have words based on sort of"
4625.54,4628.14, how smooth the coloring is and the variation
4628.14,4630.78, in the texture and all the different.
4630.78,4632.78," Today in English, sometimes you can put them together."
4632.78,4636.82," We say like yellow brown or brown brown or black, you know."
4636.82,4641.0199999999995," But the words for horses by, of course, by sex"
4641.0199999999995,4643.299999999999, and then they'd have three because they have geldings.
4643.299999999999,4644.94, And so they're very important too.
4644.94,4647.94, And by age and by whether or not they've reproduced
4647.94,4649.34," in the case of the females,"
4649.34,4652.66, all these things are important parts of the horse.
4652.66,4655.62," And the horse, a few years ago,"
4655.62,4659.299999999999," a presidential candidate ran under the slogan,"
4659.299999999999,4663.219999999999, raised in the dust of many fast horses.
4663.219999999999,4665.98, It just resonates with the Mongolian spirit
4666.02,4668.46, and the dust itself is important.
4668.46,4671.18," The Mongolians, they will wipe the sweat"
4671.18,4673.26, and the dust off the horse
4673.26,4675.3," and wipe it onto their own forehead,"
4675.3,4677.820000000001, which is the most sacred part of the body
4677.820000000001,4679.860000000001, where the soul resides.
4679.860000000001,4684.26, This is how intimate a relationship is with the horses.
4684.26,4687.1, And they're hard on them in some ways.
4687.1,4688.700000000001, They train them very well.
4688.700000000001,4690.620000000001," They ride them very hard,"
4690.620000000001,4694.46, but the horses are also trained for that.
4694.46,4696.3, They use a very small crop.
4697.5,4699.66, It's a little bit like a stick with a slight whip
4699.66,4702.3," at the end of the day, hit the rump of the horse."
4702.3,4703.5, Never anything else.
4703.5,4705.38, They're horrified at Western people
4705.38,4709.62, who use metal spurs and metal
4710.7,4712.9, to harm the horse in the stomach.
4712.9,4715.62," And to harm the head of a horse,"
4715.62,4717.06, they say it's a capital crime.
4717.06,4719.54," I mean, I don't know anyone who's ever executed for it,"
4719.54,4722.9800000000005, but you never ever harm a horse's head.
4722.9800000000005,4726.740000000001," So horses are important in every way,"
4726.740000000001,4728.22, even religiously important
4728.22,4731.620000000001, with the making of the fermented horse's milk
4731.620000000001,4734.780000000001, that the mother goes out every morning
4734.780000000001,4737.9800000000005, and she throws some to each of the four directions
4737.9800000000005,4739.34, to start the day.
4739.34,4743.06, And they use it for every kind of thing.
4743.06,4744.740000000001," But you know, some things puzzled me"
4744.740000000001,4747.1," that in my watching,"
4747.1,4749.42, I remember one day being with a very nice family.
4749.42,4751.1, It happened to be on a gelding day
4751.1,4755.18, when they were out there gelding the would-be stallions
4755.18,4756.42, who don't get to be stallions.
4756.42,4760.780000000001," But this family, they had a bunch of boys"
4760.780000000001,4762.900000000001, and only together about one or two girls
4762.900000000001,4764.34, were like four or five boys.
4764.34,4766.9400000000005, And one boy was maybe 11 years old.
4766.9400000000005,4768.3, He fell from the horse.
4768.3,4769.860000000001," You could see it, not so far away."
4769.860000000001,4771.3, He fell from the horse.
4771.3,4772.9400000000005, He didn't get up.
4772.9400000000005,4773.860000000001, No one moved.
4774.700000000001,4777.46," In fact, they all kind of turned attention away."
4777.46,4780.18," And I thought, what am I supposed to say?"
4780.18,4781.06, This boy fell down.
4781.06,4782.9400000000005, Somebody go get him.
4782.9400000000005,4783.780000000001, No.
4784.62,4787.42, And then the boy was trying to hobble back.
4787.42,4789.5," He still had the reins to his horse,"
4789.5,4790.860000000001, but he couldn't remount.
4790.860000000001,4792.22, And he was trying to hobble back.
4792.22,4795.26, So his little brother went out to help him come in
4795.26,4798.1, and they came into the gear and they sat down.
4798.1,4799.9800000000005, The mother just turned her back.
4799.9800000000005,4802.58," And I'm thinking, how on earth can you do this?"
4802.58,4803.42, This is a child.
4803.42,4804.34, This is your child.
4806.02,4808.42," But two weeks later, by chance,"
4809.26,4811.82," another boy who is practicing for Nadam,"
4811.82,4815.5," the annual races like this boy had been doing,"
4815.5,4817.34, he was off in an area right close
4817.34,4819.14, to the forested mountain area.
4819.14,4822.42," And the horse bolted, took off through the woods."
4822.42,4824.18, He was knocked off by a tree.
4824.18,4825.9800000000005, And then the horse went deeper into the woods.
4825.9800000000005,4826.9, The boy followed him.
4826.9,4828.9400000000005, The boy became lost.
4828.9400000000005,4830.9, The boy was 12 years old.
4830.9,4835.06, He was lost for two weeks and he lived.
4835.06,4837.18, I would have died in 48 hours.
4837.18,4838.02, He lived.
4838.02,4839.9400000000005," Well, he slept in the daytime when it was warm."
4839.9400000000005,4841.860000000001," He walked at night when it was cold,"
4841.860000000001,4843.3," even though this was the summertime,"
4843.3,4846.1," the nights can be quite cold, especially on a mountain."
4846.1,4850.34, And he sang loudly all night long to keep the wolves away.
4850.34,4851.9800000000005, And he knew what to eat.
4851.9800000000005,4854.18, And then he walked until he found water moving
4854.18,4857.26, and then he would follow that water down to the neck.
4857.26,4858.700000000001, He lived.
4858.700000000001,4861.740000000001," And I realized the boy falls from the horse,"
4861.740000000001,4863.42, his mother's not gonna be there.
4864.540000000001,4865.820000000001, She knows that.
4865.86,4868.139999999999," And it's probably hard for her too,"
4868.139999999999,4871.38," to see her boy suffer, but she knows."
4873.0199999999995,4875.62, Just a small tangent.
4875.62,4878.0199999999995, There's a wrestler named Kerry Kolat.
4878.0199999999995,4882.38," And he tells the story about mental toughness,"
4882.38,4887.38, that the first time he saw truly mentally tough people
4888.0199999999995,4891.82, was when he visited Mongolia for a wrestling tournament.
4891.82,4894.34, And he remembered that they were taking showers
4894.34,4896.3, in ice cold water.
4896.3,4899.62," And all the other wrestlers, they would take the shower"
4899.62,4900.900000000001," and when the water hits them,"
4900.900000000001,4902.9800000000005, you could see a little grimace.
4902.9800000000005,4907.5," With the Mongols, it was emotionless."
4907.5,4912.5, Sort of like ice cold water or any other kind of hardship.
4913.9800000000005,4916.9400000000005, You build a hardness to that.
4916.9400000000005,4919.38, And I suppose that falling from the horse
4919.38,4920.62, is just an example of that.
